[Strings]
nth  paddr      vaddr      len size section type    string
673  0x00061375 0x080a9375 11  12   .rodata ascii   }\a\b_~\a\bI~\a\b
674  0x00061479 0x080a9479 7   8    .rodata ascii   }\a\b\a~\a\b
675  0x000614a8 0x080a94a8 7   8    .rodata ascii   plural=
676  0x000614b0 0x080a94b0 9   10   .rodata ascii   nplurals=
677  0x00061550 0x080a9550 4   20   .rodata utf32le L8ڥڢ blocks=Basic Latin,Arabic
678  0x000615ed 0x080a95ed 5   8    .rodata utf8    ﬅ[Am- blocks=Alphabetic Presentation Forms,Basic Latin
679  0x00061697 0x080a9697 4   5    .rodata ascii   kpnJ
680  0x000616a5 0x080a96a5 4   6    .rodata utf8    fƭ$6 blocks=Basic Latin,Latin Extended-B
681  0x0006173e 0x080a973e 4   5    .rodata ascii   uD;s
682  0x0006183b 0x080a983b 4   5    .rodata ascii   )r+[
683  0x00061840 0x080a9840 4   5    .rodata ascii   [!|n
684  0x00061905 0x080a9905 5   6    .rodata ascii   uYD?e
685  0x00061931 0x080a9931 4   6    .rodata utf8    ި6IS blocks=Thaana,Basic Latin
686  0x00061950 0x080a9950 5   7    .rodata utf8    I9C-ƣ blocks=Basic Latin,Latin Extended-B
687  0x00061a7b 0x080a9a7b 4   5    .rodata ascii   I!G.
688  0x00061b35 0x080a9b35 7   8    .rodata ascii   U^h6LU3
689  0x00061be2 0x080a9be2 4   5    .rodata ascii   U.y`
690  0x00061bfa 0x080a9bfa 4   5    .rodata ascii   3?Cy
691  0x00061c14 0x080a9c14 5   6    .rodata ascii   '_Djz
692  0x00061c58 0x080a9c58 5   6    .rodata ascii   $po?b
693  0x00061c73 0x080a9c73 5   6    .rodata ascii   w};u\n
694  0x00061f2b 0x080a9f2b 4   5    .rodata ascii   =t%j
695  0x00061f8c 0x080a9f8c 4   5    .rodata ascii   MP0!
696  0x00061f98 0x080a9f98 5   7    .rodata utf8    *ǎ?:7 blocks=Basic Latin,Latin Extended-B
697  0x00061fcf 0x080a9fcf 5   7    .rodata utf8    +\f͗20 blocks=Basic Latin,Combining Diacritical Marks
698  0x00062021 0x080aa021 4   5    .rodata ascii   t0tv
699  0x00062064 0x080aa064 8   9    .rodata ascii   =u8Q)+\n9
700  0x00062093 0x080aa093 4   6    .rodata utf8    \f9Ԣ7 blocks=Basic Latin,Cyrillic Supplement
701  0x000620a2 0x080aa0a2 6   7    .rodata ascii   {n \b$-
702  0x000620b8 0x080aa0b8 4   5    .rodata ascii   %?\vD
703  0x000620c8 0x080aa0c8 4   5    .rodata ascii   *~xx
704  0x0006210a 0x080aa10a 5   7    .rodata utf8    Ѷ~j2= blocks=Cyrillic,Basic Latin
705  0x00062157 0x080aa157 4   5    .rodata ascii   ?\fE,
706  0x0006217b 0x080aa17b 4   5    .rodata ascii   MP#\e
707  0x000621b4 0x080aa1b4 4   5    .rodata ascii   |;#o
708  0x000621dd 0x080aa1dd 6   9    .rodata utf8    f%(炸r; blocks=Basic Latin,CJK Unified Ideographs
709  0x00062205 0x080aa205 4   5    .rodata ascii   \r@SZ
710  0x00062218 0x080aa218 6   8    .rodata utf8    TɤAc+; blocks=Basic Latin,IPA Extensions
711  0x0006222d 0x080aa22d 4   5    .rodata ascii   \bU,i
712  0x00062247 0x080aa247 5   6    .rodata ascii   ^2XX%
713  0x0006227f 0x080aa27f 4   5    .rodata ascii   +}\\n
714  0x000622c5 0x080aa2c5 4   6    .rodata utf8    ٸZNh blocks=Arabic,Basic Latin
715  0x00062309 0x080aa309 5   6    .rodata ascii   !{>;b
716  0x00062328 0x080aa328 5   6    .rodata ascii   T\v]=!
717  0x00062332 0x080aa332 4   5    .rodata ascii   dI@B
718  0x0006235c 0x080aa35c 4   6    .rodata utf8    2I%%
719  0x00062380 0x080aa380 36  148  .rodata utf32le 0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ
720  0x00062420 0x080aa420 36  148  .rodata utf32le 0123456789abcdefghijklmnopqrstuvwxyz
721  0x000624b8 0x080aa4b8 23  24   .rodata ascii   Operation not permitted
722  0x000624d0 0x080aa4d0 25  26   .rodata ascii   No such file or directory
723  0x000624ea 0x080aa4ea 15  16   .rodata ascii   No such process
724  0x000624fa 0x080aa4fa 23  24   .rodata ascii   Interrupted system call
725  0x00062512 0x080aa512 18  19   .rodata ascii   Input/output error
726  0x00062525 0x080aa525 25  26   .rodata ascii   No such device or address
727  0x0006253f 0x080aa53f 22  23   .rodata ascii   Argument list too long
728  0x00062556 0x080aa556 17  18   .rodata ascii   Exec format error
729  0x00062568 0x080aa568 19  20   .rodata ascii   Bad file descriptor
730  0x0006257c 0x080aa57c 18  19   .rodata ascii   No child processes
731  0x0006258f 0x080aa58f 22  23   .rodata ascii   Cannot allocate memory
732  0x000625a6 0x080aa5a6 17  18   .rodata ascii   Permission denied
733  0x000625b8 0x080aa5b8 11  12   .rodata ascii   Bad address
734  0x000625c4 0x080aa5c4 21  22   .rodata ascii   Block device required
735  0x000625da 0x080aa5da 23  24   .rodata ascii   Device or resource busy
736  0x000625f2 0x080aa5f2 11  12   .rodata ascii   File exists
737  0x000625fe 0x080aa5fe 25  26   .rodata ascii   Invalid cross-device link
738  0x00062618 0x080aa618 14  15   .rodata ascii   No such device
739  0x00062627 0x080aa627 15  16   .rodata ascii   Not a directory
740  0x00062637 0x080aa637 14  15   .rodata ascii   Is a directory
741  0x00062646 0x080aa646 16  17   .rodata ascii   Invalid argument
742  0x00062657 0x080aa657 29  30   .rodata ascii   Too many open files in system
743  0x00062675 0x080aa675 19  20   .rodata ascii   Too many open files
744  0x00062689 0x080aa689 14  15   .rodata ascii   Text file busy
745  0x00062698 0x080aa698 14  15   .rodata ascii   File too large
746  0x000626a7 0x080aa6a7 23  24   .rodata ascii   No space left on device
747  0x000626bf 0x080aa6bf 12  13   .rodata ascii   Illegal seek
748  0x000626cc 0x080aa6cc 21  22   .rodata ascii   Read-only file system
749  0x000626e2 0x080aa6e2 14  15   .rodata ascii   Too many links
750  0x000626f1 0x080aa6f1 11  12   .rodata ascii   Broken pipe
751  0x000626fd 0x080aa6fd 29  30   .rodata ascii   Numerical result out of range
752  0x0006271b 0x080aa71b 25  26   .rodata ascii   Resource deadlock avoided
753  0x00062735 0x080aa735 18  19   .rodata ascii   File name too long
754  0x00062748 0x080aa748 18  19   .rodata ascii   No locks available
755  0x0006275b 0x080aa75b 24  25   .rodata ascii   Function not implemented
756  0x00062774 0x080aa774 19  20   .rodata ascii   Directory not empty
757  0x00062788 0x080aa788 26  27   .rodata ascii   No message of desired type
758  0x000627a3 0x080aa7a3 18  19   .rodata ascii   Identifier removed
759  0x000627b6 0x080aa7b6 27  28   .rodata ascii   Channel number out of range
760  0x000627d2 0x080aa7d2 24  25   .rodata ascii   Level 2 not synchronized
761  0x000627eb 0x080aa7eb 14  15   .rodata ascii   Level 3 halted
762  0x000627fa 0x080aa7fa 13  14   .rodata ascii   Level 3 reset
763  0x00062808 0x080aa808 24  25   .rodata ascii   Link number out of range
764  0x00062821 0x080aa821 28  29   .rodata ascii   Protocol driver not attached
765  0x0006283e 0x080aa83e 26  27   .rodata ascii   No CSI structure available
766  0x00062859 0x080aa859 14  15   .rodata ascii   Level 2 halted
767  0x00062868 0x080aa868 16  17   .rodata ascii   Invalid exchange
768  0x00062879 0x080aa879 26  27   .rodata ascii   Invalid request descriptor
769  0x00062894 0x080aa894 13  14   .rodata ascii   Exchange full
770  0x000628a2 0x080aa8a2 8   9    .rodata ascii   No anode
771  0x000628ab 0x080aa8ab 20  21   .rodata ascii   Invalid request code
772  0x000628c0 0x080aa8c0 12  13   .rodata ascii   Invalid slot
773  0x000628cd 0x080aa8cd 20  21   .rodata ascii   Bad font file format
774  0x000628e2 0x080aa8e2 19  20   .rodata ascii   Device not a stream
775  0x000628f6 0x080aa8f6 17  18   .rodata ascii   No data available
776  0x00062908 0x080aa908 13  14   .rodata ascii   Timer expired
777  0x00062916 0x080aa916 24  25   .rodata ascii   Out of streams resources
778  0x0006292f 0x080aa92f 29  30   .rodata ascii   Machine is not on the network
779  0x0006294d 0x080aa94d 21  22   .rodata ascii   Package not installed
780  0x00062963 0x080aa963 16  17   .rodata ascii   Object is remote
781  0x00062974 0x080aa974 21  22   .rodata ascii   Link has been severed
782  0x0006298a 0x080aa98a 15  16   .rodata ascii   Advertise error
783  0x0006299a 0x080aa99a 13  14   .rodata ascii   Srmount error
784  0x000629a8 0x080aa9a8 27  28   .rodata ascii   Communication error on send
785  0x000629c4 0x080aa9c4 14  15   .rodata ascii   Protocol error
786  0x000629d3 0x080aa9d3 18  19   .rodata ascii   Multihop attempted
787  0x000629e6 0x080aa9e6 18  19   .rodata ascii   RFS specific error
788  0x000629f9 0x080aa9f9 11  12   .rodata ascii   Bad message
789  0x00062a05 0x080aaa05 26  27   .rodata ascii   Name not unique on network
790  0x00062a20 0x080aaa20 28  29   .rodata ascii   File descriptor in bad state
791  0x00062a3d 0x080aaa3d 22  23   .rodata ascii   Remote address changed
792  0x00062a54 0x080aaa54 18  19   .rodata ascii   Streams pipe error
793  0x00062a67 0x080aaa67 14  15   .rodata ascii   Too many users
794  0x00062a76 0x080aaa76 28  29   .rodata ascii   Destination address required
795  0x00062a93 0x080aaa93 16  17   .rodata ascii   Message too long
796  0x00062aa4 0x080aaaa4 22  23   .rodata ascii   Protocol not available
797  0x00062abb 0x080aaabb 22  23   .rodata ascii   Protocol not supported
798  0x00062ad2 0x080aaad2 25  26   .rodata ascii   Socket type not supported
799  0x00062aec 0x080aaaec 23  24   .rodata ascii   Operation not supported
800  0x00062b04 0x080aab04 29  30   .rodata ascii   Protocol family not supported
801  0x00062b22 0x080aab22 22  23   .rodata ascii   Address already in use
802  0x00062b39 0x080aab39 15  16   .rodata ascii   Network is down
803  0x00062b49 0x080aab49 22  23   .rodata ascii   Network is unreachable
804  0x00062b60 0x080aab60 24  25   .rodata ascii   Connection reset by peer
805  0x00062b79 0x080aab79 25  26   .rodata ascii   No buffer space available
806  0x00062b93 0x080aab93 20  21   .rodata ascii   Connection timed out
807  0x00062ba8 0x080aaba8 18  19   .rodata ascii   Connection refused
808  0x00062bbb 0x080aabbb 12  13   .rodata ascii   Host is down
809  0x00062bc8 0x080aabc8 16  17   .rodata ascii   No route to host
810  0x00062bd9 0x080aabd9 29  30   .rodata ascii   Operation already in progress
811  0x00062bf7 0x080aabf7 25  26   .rodata ascii   Operation now in progress
812  0x00062c11 0x080aac11 21  22   .rodata ascii   Stale NFS file handle
813  0x00062c27 0x080aac27 24  25   .rodata ascii   Structure needs cleaning
814  0x00062c40 0x080aac40 27  28   .rodata ascii   Not a XENIX named type file
815  0x00062c5c 0x080aac5c 29  30   .rodata ascii   No XENIX semaphores available
816  0x00062c7a 0x080aac7a 20  21   .rodata ascii   Is a named type file
817  0x00062c8f 0x080aac8f 16  17   .rodata ascii   Remote I/O error
818  0x00062ca0 0x080aaca0 19  20   .rodata ascii   Disk quota exceeded
819  0x00062cb4 0x080aacb4 15  16   .rodata ascii   No medium found
820  0x00062cc4 0x080aacc4 17  18   .rodata ascii   Wrong medium type
821  0x00062cd6 0x080aacd6 18  19   .rodata ascii   Operation canceled
822  0x00062cec 0x080aacec 32  33   .rodata ascii   Resource temporarily unavailable
823  0x00062d10 0x080aad10 30  31   .rodata ascii   Inappropriate ioctl for device
824  0x00062d30 0x080aad30 32  33   .rodata ascii   Numerical argument out of domain
825  0x00062d54 0x080aad54 33  34   .rodata ascii   Too many levels of symbolic links
826  0x00062d78 0x080aad78 37  38   .rodata ascii   Value too large for defined data type
827  0x00062da0 0x080aada0 38  39   .rodata ascii   Can not access a needed shared library
828  0x00062dc8 0x080aadc8 36  37   .rodata ascii   Accessing a corrupted shared library
829  0x00062df0 0x080aadf0 31  32   .rodata ascii   .lib section in a.out corrupted
830  0x00062e10 0x080aae10 47  48   .rodata ascii   Attempting to link in too many shared libraries
831  0x00062e40 0x080aae40 37  38   .rodata ascii   Cannot exec a shared library directly
832  0x00062e68 0x080aae68 49  50   .rodata ascii   Invalid or incomplete multibyte or wide character
833  0x00062e9c 0x080aae9c 43  44   .rodata ascii   Interrupted system call should be restarted
834  0x00062ec8 0x080aaec8 30  31   .rodata ascii   Socket operation on non-socket
835  0x00062ee8 0x080aaee8 30  31   .rodata ascii   Protocol wrong type for socket
836  0x00062f08 0x080aaf08 40  41   .rodata ascii   Address family not supported by protocol
837  0x00062f34 0x080aaf34 31  32   .rodata ascii   Cannot assign requested address
838  0x00062f54 0x080aaf54 35  36   .rodata ascii   Network dropped connection on reset
839  0x00062f78 0x080aaf78 32  33   .rodata ascii   Software caused connection abort
840  0x00062f9c 0x080aaf9c 39  40   .rodata ascii   Transport endpoint is already connected
841  0x00062fc4 0x080aafc4 35  36   .rodata ascii   Transport endpoint is not connected
842  0x00062fe8 0x080aafe8 45  46   .rodata ascii   Cannot send after transport endpoint shutdown
843  0x00063018 0x080ab018 34  35   .rodata ascii   Too many references: cannot splice
844  0x00063046 0x080ab046 5   7    .rodata utf8    \n\bФ\n\b blocks=Basic Latin,Cyrillic
845  0x0006307a 0x080ab07a 8   11   .rodata utf8    \n\bĥ\n\bڥ\n\b blocks=Basic Latin,Latin Extended-A,Arabic
846  0x000630b6 0x080ab0b6 5   7    .rodata utf8    \n\b̦\n\b blocks=Basic Latin,Combining Diacritical Marks
847  0x000630f2 0x080ab0f2 5   7    .rodata utf8    \n\bҧ\n\b blocks=Basic Latin,Cyrillic
848  0x00063122 0x080ab122 5   7    .rodata utf8    \n\b(\n\b
849  0x0006315a 0x080ab15a 8   11   .rodata utf8    \n\bĩ\n\bө\n\b blocks=Basic Latin,Latin Extended-A,Cyrillic
850  0x0006317e 0x080ab17e 5   7    .rodata utf8    \n\bȭ\n\b blocks=Basic Latin,Latin Extended-B
851  0x0006319e 0x080ab19e 6   8    .rodata utf8    \n\bȮ\n\bv blocks=Basic Latin,Latin Extended-B
852  0x000631b6 0x080ab1b6 5   7    .rodata utf8    \n\bҪ\n\b blocks=Basic Latin,Cyrillic
853  0x000631ea 0x080ab1ea 5   7    .rodata utf8    \n\bį\n\b blocks=Basic Latin,Latin Extended-A
854  0x00063202 0x080ab202 8   11   .rodata utf8    \n\bȫ\n\b٫\n\b blocks=Basic Latin,Latin Extended-B,Arabic
855  0x0006322e 0x080ab22e 9   12   .rodata utf8    \n\bĬ\n\b֬\n\b~ blocks=Basic Latin,Latin Extended-A,Hebrew
856  0x000632ae 0x080ab2ae 5   7    .rodata utf8    \a\bЫ\a\b blocks=Basic Latin,Cyrillic
857  0x00063353 0x080ab353 20  21   .rodata ascii   \b_IO_wfile_underflow
858  0x00063368 0x080ab368 27  28   .rodata ascii   status == __codecvt_partial
859  0x00063384 0x080ab384 10  11   .rodata ascii   wfileops.c
860  0x000633f0 0x080ab3f0 4   20   .rodata utf32le  \b¹䀀 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
861  0x00063404 0x080ab404 4   20   .rodata utf32le  \n¼  blocks=Basic Latin,Latin-1 Supplement,General Punctuation
862  0x00063418 0x080ab418 4   20   .rodata utf32le  \f¼䀀 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
863  0x00063440 0x080ab440 8   36   .rodata utf32le @#Â􀀀\b@%Â blocks=Basic Latin,Latin-1 Supplement,Supplementary Private Use Area-B
864  0x00063464 0x080ab464 4   20   .rodata utf32le \b@)Â blocks=Basic Latin,Latin-1 Supplement
865  0x00063478 0x080ab478 15  64   .rodata utf32le \b@,¼耀\b@0¹耀\b@A¿𠀀 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs,CJK Unified Ideographs Extension B
866  0x000634e0 0x080ab4e0 4   20   .rodata utf32le  D¿􀀀 blocks=Basic Latin,Latin-1 Supplement,Supplementary Private Use Area-B
867  0x00063508 0x080ab508 9   40   .rodata utf32le  `¼䀀\b@f¼  blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A,General Punctuation
868  0x00063530 0x080ab530 4   20   .rodata utf32le @g¼䀀 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs Extension A
869  0x00063544 0x080ab544 4   20   .rodata utf32le @h¼耀 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
870  0x00063558 0x080ab558 13  56   .rodata utf32le @x¿􀀀\b@y¿𠀀\b@z¿ blocks=Basic Latin,Latin-1 Supplement,Supplementary Private Use Area-B,CJK Unified Ideographs Extension B
871  0x00063590 0x080ab590 4   20   .rodata utf32le \b@{¿ blocks=Basic Latin,Latin-1 Supplement
872  0x000635a4 0x080ab5a4 9   40   .rodata utf32le \b@|¿􀀀\b@}¿ blocks=Basic Latin,Latin-1 Supplement,Supplementary Private Use Area-B
873  0x00063650 0x080ab650 12  13   .rodata ascii   l_check_word
874  0x0006365d 0x080ab65d 11  12   .rodata ascii   handle_i486
875  0x00063669 0x080ab669 10  11   .rodata ascii   handle_amd
876  0x00063ab6 0x080abab6 13  14   .rodata ascii   \a\boffset == 2
877  0x00063ac4 0x080abac4 11  12   .rodata ascii   GETCONF_DIR
878  0x00063ad0 0x080abad0 27  28   .rodata ascii   /usr/lib/misc/glibc/getconf
879  0x00063aec 0x080abaec 28  29   .rodata ascii   /proc/sys/kernel/ngroups_max
880  0x00063b09 0x080abb09 26  27   .rodata ascii   /proc/sys/kernel/rtsig-max
881  0x00063b24 0x080abb24 12  13   .rodata ascii   LPBIG_OFFBIG
882  0x00063b31 0x080abb31 10  11   .rodata ascii   LP64_OFF64
883  0x00063b3c 0x080abb3c 17  18   .rodata ascii   ! "cannot happen"
884  0x00063b50 0x080abb50 41  42   .rodata ascii   ../sysdeps/unix/sysv/linux/i386/sysconf.c
885  0x00063b7a 0x080abb7a 8   9    .rodata ascii   __getcwd
886  0x00063b84 0x080abb84 63  64   .rodata ascii   (*__errno_location ()) != 34 || buf != ((void *)0) || size != 0
887  0x00063bc4 0x080abbc4 35  36   .rodata ascii   ../sysdeps/unix/sysv/linux/getcwd.c
888  0x00063be8 0x080abbe8 5   6    .rodata ascii   /proc
889  0x00063bee 0x080abbee 13  14   .rodata ascii   get_proc_path
890  0x00063bfc 0x080abbfc 9   10   .rodata ascii   /etc/mtab
891  0x00063c06 0x080abc06 4   5    .rodata ascii   proc
892  0x00063c0b 0x080abc0b 10  11   .rodata ascii   /etc/fstab
893  0x00063c1a 0x080abc1a 9   10   .rodata ascii   processor
894  0x00063c24 0x080abc24 16  17   .rodata ascii   MemTotal: %ld kB
895  0x00063c35 0x080abc35 15  16   .rodata ascii   MemFree: %ld kB
896  0x00063c45 0x080abc45 17  18   .rodata ascii   _dl_start_profile
897  0x00063c57 0x080abc57 25  26   .rodata ascii   %s: cannot open file: %s\n
898  0x00063c71 0x080abc71 25  26   .rodata ascii   %s: cannot stat file: %s\n
899  0x00063c8b 0x080abc8b 27  28   .rodata ascii   %s: cannot create file: %s\n
900  0x00063ca7 0x080abca7 24  25   .rodata ascii   %s: cannot map file: %s\n
901  0x00063cc0 0x080abcc0 50  51   .rodata ascii   %s: file is no correct profile data file for `%s'\n
902  0x00063cf4 0x080abcf4 42  43   .rodata ascii   Out of memory while initializing profiler\n
903  0x00063d1f 0x080abd1f 13  14   .rodata ascii   GLIBC_PRIVATE
904  0x00063d2d 0x080abd2d 13  14   .rodata ascii   _dl_open_hook
905  0x00063d3b 0x080abd3b 6   7    .rodata ascii   IGNORE
906  0x00063d42 0x080abd42 7   8    .rodata ascii   __gconv
907  0x00063d4c 0x080abd4c 47  48   .rodata ascii   outbuf != ((void *)0) && *outbuf != ((void *)0)
908  0x00063d7c 0x080abd7c 7   8    .rodata ascii   gconv.c
909  0x00063d84 0x080abd84 27  28   .rodata ascii   irreversible != ((void *)0)
910  0x00063da0 0x080abda0 6   28   .rodata utf32le (null)
911  0x00063dcb 0x080abdcb 5   6    .rodata ascii   \b ?\b\b
912  0x00063e14 0x080abe14 14  15   .rodata ascii   outdigit_value
913  0x00063e23 0x080abe23 16  17   .rodata ascii   outdigitwc_value
914  0x00063e34 0x080abe34 13  14   .rodata ascii   _IO_vfwprintf
915  0x00063ea4 0x080abea4 9   40   .rodata utf32le \b\b\b\b\b\b\b\b\b
916  0x00063fed 0x080abfed 11  12   .rodata ascii   \r\b\bt\r\b\b&\f\b\b
917  0x00063ff9 0x080abff9 7   8    .rodata ascii   \v\b\b \v\b\b
918  0x00064005 0x080ac005 7   8    .rodata ascii   \t\b\b'\r\b\b
919  0x00064015 0x080ac015 4   5    .rodata ascii   \f\b\b5
920  0x00064041 0x080ac041 7   8    .rodata ascii   \r\b\bn\b\b\b
921  0x0006404a 0x080ac04a 6   7    .rodata ascii   \b\bD\f\b\b
922  0x00064052 0x080ac052 6   7    .rodata ascii   \b\bG\n\b\b
923  0x00064085 0x080ac085 7   8    .rodata ascii   \t\b\b'\r\b\b
924  0x00064095 0x080ac095 4   5    .rodata ascii   \f\b\b5
925  0x000640c1 0x080ac0c1 7   8    .rodata ascii   \r\b\bn\b\b\b
926  0x000640ca 0x080ac0ca 6   7    .rodata ascii   \b\bD\f\b\b
927  0x00064106 0x080ac106 6   7    .rodata ascii   \b\b'\r\b\b
928  0x00064115 0x080ac115 4   5    .rodata ascii   \f\b\b5
929  0x00064141 0x080ac141 7   8    .rodata ascii   \r\b\bn\b\b\b
930  0x0006414a 0x080ac14a 6   7    .rodata ascii   \b\bD\f\b\b
931  0x00064241 0x080ac241 7   8    .rodata ascii   \r\b\bn\b\b\b
932  0x000642c1 0x080ac2c1 7   8    .rodata ascii   \r\b\bn\b\b\b
933  0x00064322 0x080ac322 6   7    .rodata ascii   \b\bp \b\b
934  0x00064332 0x080ac332 10  11   .rodata ascii   \b\b6!\b\bw \b\b
935  0x00064358 0x080ac358 5   24   .rodata utf32le (nil)
936  0x00064370 0x080ac370 11  12   .rodata ascii   _IO_vfscanf
937  0x000643e9 0x080ac3e9 7   8    .rodata ascii   E\b\bXH\b\b
938  0x000643f1 0x080ac3f1 7   8    .rodata ascii   E\b\bOH\b\b
939  0x000643f9 0x080ac3f9 7   8    .rodata ascii   E\b\b1H\b\b
940  0x000644ed 0x080ac4ed 7   8    .rodata ascii   B\b\bvH\b\b
941  0x0006450d 0x080ac50d 7   8    .rodata ascii   B\b\b]P\b\b
942  0x00064531 0x080ac531 7   8    .rodata ascii   W\b\bBP\b\b
943  0x00064559 0x080ac559 7   8    .rodata ascii   B\b\blO\b\b
944  0x00064585 0x080ac585 13  14   .rodata ascii   O\b\bto_inpunct
945  0x00064593 0x080ac593 9   10   .rodata ascii   vfscanf.c
946  0x000645a0 0x080ac5a0 235 236  .rodata ascii   cnt < (((uint32_t) (((__locale_t) (__pthread_internal_tsd_get != ((void *)0) ? __pthread_internal_tsd_get (_LIBC_TSD_KEY_LOCALE) : __libc_tsd_LOCALE_data))->__locales[__LC_CTYPE])->values[((int) (_NL_CTYPE_MB_CUR_MAX) & 0xffff)].word))
947  0x000647ee 0x080ac7ee 5   7    .rodata utf8    \b\bƕ\b\b blocks=Basic Latin,Latin Extended-B
948  0x000647fe 0x080ac7fe 11  15   .rodata utf8    \b\bƕ\b\bƕ\b\bƕ\b\b blocks=Basic Latin,Latin Extended-B
949  0x0006486e 0x080ac86e 5   7    .rodata utf8    \b\bƕ\b\b blocks=Basic Latin,Latin Extended-B
950  0x0006487e 0x080ac87e 11  15   .rodata utf8    \b\bƕ\b\bƕ\b\bƕ\b\b blocks=Basic Latin,Latin Extended-B
951  0x000648ce 0x080ac8ce 15  16   .rodata ascii   \b\bout of memory
952  0x000648de 0x080ac8de 10  11   .rodata ascii   %s%s%s: %s
953  0x000648e9 0x080ac8e9 6   7    .rodata ascii   %s%s%s
954  0x000648f0 0x080ac8f0 11  12   .rodata ascii   _dlfcn_hook
955  0x000648fc 0x080ac8fc 26  27   .rodata ascii   unsupported dlinfo request
956  0x00064922 0x080ac922 5   7    .rodata utf8    \b\bП\b\b blocks=Basic Latin,Cyrillic
957  0x00064932 0x080ac932 19  20   .rodata ascii   \b\binvalid namespace
958  0x00064946 0x080ac946 13  14   .rodata ascii   Unknown error
959  0x00064954 0x080ac954 13  14   .rodata ascii   __mbsrtowcs_l
960  0x00064964 0x080ac964 40  41   .rodata ascii   ((wchar_t *) data.__outbuf)[-1] == L'\0'
961  0x0006498d 0x080ac98d 13  14   .rodata ascii   mbsrtowcs_l.c
962  0x0006499b 0x080ac99b 7   8    .rodata ascii    %d %d 
963  0x000649a3 0x080ac9a3 18  19   .rodata ascii   %s %s %s %s %d %d\n
964  0x000649b6 0x080ac9b6 26  27   .rodata ascii   cannot extend global scope
965  0x000649d1 0x080ac9d1 13  14   .rodata ascii   ns == l->l_ns
966  0x000649df 0x080ac9df 9   10   .rodata ascii   dl-open.c
967  0x000649e9 0x080ac9e9 14  15   .rodata ascii   mode & 0x00004
968  0x000649f8 0x080ac9f8 6   7    .rodata ascii   dlopen
969  0x000649ff 0x080ac9ff 29  30   .rodata ascii   (call_map)->l_name[0] == '\0'
970  0x00064a1d 0x080aca1d 24  25   .rodata ascii   cannot create scope list
971  0x00064a36 0x080aca36 25  26   .rodata ascii   invalid mode for dlopen()
972  0x00064a50 0x080aca50 14  15   .rodata ascii   dl_open_worker
973  0x00064a60 0x080aca60 44  45   .rodata ascii   opening file=%s [%lu]; direct_opencount=%u\n\n
974  0x00064a90 0x080aca90 39  40   .rodata ascii   empty dynamic string token substitution
975  0x00064ab8 0x080acab8 37  38   .rodata ascii   DST not allowed in SUID/SGID programs
976  0x00064ae0 0x080acae0 42  43   .rodata ascii   no more namespaces available for dlmopen()
977  0x00064b0c 0x080acb0c 37  38   .rodata ascii   invalid target namespace in dlmopen()
978  0x00064b32 0x080acb32 9   10   .rodata ascii   _dl_close
979  0x00064b3c 0x080acb3c 41  42   .rodata ascii   jmap->l_idx >= 0 && jmap->l_idx < nloaded
980  0x00064b68 0x080acb68 43  44   .rodata ascii   (*lp)->l_idx >= 0 && (*lp)->l_idx < nloaded
981  0x00064b94 0x080acb94 64  65   .rodata ascii   imap->l_type == lt_loaded && (imap->l_flags_1 & 0x00000008) == 0
982  0x00064bd8 0x080acbd8 41  42   .rodata ascii   \nclosing file=%s; direct_opencount == %u\n
983  0x00064c02 0x080acc02 10  11   .rodata ascii   dl-close.c
984  0x00064c0d 0x080acc0d 22  23   .rodata ascii   shared object not open
985  0x00064c24 0x080acc24 14  15   .rodata ascii   idx == nloaded
986  0x00064c33 0x080acc33 25  26   .rodata ascii   \ncalling fini: %s [%lu]\n\n
987  0x00064c4d 0x080acc4d 25  26   .rodata ascii   imap->l_type == lt_loaded
988  0x00064cc8 0x080accc8 8   9    .rodata ascii   UUUUUUUU
989  0x00064cd7 0x080accd7 9   10   .rodata ascii   ?33333333
990  0x00064d10 0x080acd10 7   8    .rodata ascii   UUUUUUU
991  0x00064d4b 0x080acd4b 5   6    .rodata ascii   P^Cy\r
992  0x00064d5e 0x080acd5e 4   7    .rodata utf8    0\f袋. blocks=Basic Latin,CJK Unified Ideographs
993  0x00064d6c 0x080acd6c 4   5    .rodata ascii   ,d!\v
994  0x00064d77 0x080acd77 9   12   .rodata utf8    \np=\nףp=\n؉ blocks=Basic Latin,Hebrew,Arabic
995  0x00064d8c 0x080acd8c 6   7    .rodata ascii   ^B{\t$I
996  0x00064dc7 0x080acdc7 9   10   .rodata ascii   \aP\auP\auP\a
997  0x00064de4 0x080acde4 4   20   .rodata utf32le \ndϨ✐ blocks=Basic Latin,Greek and Coptic,Dingbats
998  0x00064e6c 0x080ace6c 5   6    .rodata ascii   inity
999  0x00064e84 0x080ace84 4   20   .rodata utf32le \ndϨ✐ blocks=Basic Latin,Greek and Coptic,Dingbats
